question,expected_url,retrieved_top1_url,answer,expected_answer,mrr,recall@10,answer_f1,has_ending,retrieval_time,generation_time,total_time,method
What is This attack was?,https://en.wikipedia.org/wiki/Sockstress,https://en.wikipedia.org/wiki/Guards_Armoured_Division,"Operation Goodwood. The aim of this atta: Connection flood stress. Sockstress does not have a special attack module for performing a simple connection flood attack, but any of the attack modules can be used as such if the -c-1 (max connections unlimited) and -m-1 (m/s unlimited) options are used. Example commands: fantaip -i eth0 192.168.1.128 25 -vvv sockstress -A c-1 -d 192 .168.1.100 - m-1 Mz -p22,80 -r300 -s192 168.1.608.25 vv Zer.",This attack was created to target Linux,0.5,1.0,0.0,True,0.002112150192260742,9.257535934448242,9.25968313217163,sparse
What are the similarities between Franz Curti and Iceland?,"['https://en.wikipedia.org/wiki/Franz_Curti', 'https://en.wikipedia.org/wiki/Iceland']",https://en.wikipedia.org/wiki/Franz_Curti,"Iceland is a member of the UN, NATO, EFTA, Council of Europe, and OECD, maintains diplomatic and commercial relations with practically all nations, but its ties with the Nordic countries, Germany, the United States, Canada, and the other NATO nations are p.",Comparison of Franz Curti and Iceland,0.0,0.0,0.0,True,0.004080057144165039,4.060423135757446,4.064527988433838,sparse
When did Guards Armoured Division happen?,https://en.wikipedia.org/wiki/Guards_Armoured_Division,https://en.wikipedia.org/wiki/Guards_Armoured_Division,"The division existed until 12 June 1945, a little over a month after Victory in Europe Day, when it was reorganised as an infantry division, the Guards Division, after almost exactly four years as an armoured division.",The Guards Armoured Division was an armoured division of the British Army during the Second World War. The division was created in the United Kingdom on 17 June 1941 during the Second World War from e,1.0,1.0,0.0,True,0.005141019821166992,5.09959077835083,5.104757070541382,sparse
What is the difference between River Sgitheach and Same-sex marriage in Germany?,"['https://en.wikipedia.org/wiki/River_Sgitheach', 'https://en.wikipedia.org/wiki/Same-sex_marriage_in_Germany']",https://en.wikipedia.org/wiki/River_Sgitheach,A bill for the legalisation of same-sex marriage passed the Bundestag on 30 June 2017 and the Bundesrat on 7 July. It was signed into law on 20 July by President Frank-Walter Steinmeier and published in the Federal Law Gazette on 28 July 2017.,Comparison of River Sgitheach and Same-sex marriage in Germany,0.0,0.0,0.0,True,0.005182027816772461,6.2977330684661865,6.302947044372559,sparse
What is the difference between American eel and Database?,"['https://en.wikipedia.org/wiki/American_eel', 'https://en.wikipedia.org/wiki/Database']",https://en.wikipedia.org/wiki/American_eel,"The American eel has a slender, supple, snake-like body that is covered with a mucus layer, which makes the e'l appear to be naked and slimy despite the presence of minute sc.",Comparison of American eel and Database,0.0,0.0,0.0,True,0.00503087043762207,3.416383981704712,3.421447992324829,sparse
What is After the work?,https://en.wikipedia.org/wiki/Olympic_Games,https://en.wikipedia.org/wiki/Thermodynamics,El-Dabh is also known for his later work in electronic music at the Columbia-Princeton Electronic Music Center in the late 1950s. Musique concrète. Following his work with Stu.,"After the work of the evaluation commission, a list of candidates is presented to the General Session of the IOC, which must assemble in a country that does not have a candidate city in the running",0.0,0.0,0.0,True,0.0017328262329101562,3.178340196609497,3.180095911026001,sparse
What is The Southern Ocean?,https://en.wikipedia.org/wiki/Antarctica,https://en.wikipedia.org/wiki/Pacific_Ocean,"The Pacific Ocean is the largest and deepest of Earth's five oceanic divisions. It stretches from the Arctic Ocean in the north to the Southern Ocean, or, depending on the definition, to Antarctica in the south, and is bounded by the continents of Asia and Australia in the west and the Americas in the east.",The Southern Ocean Whale Sanctuary was established in 1994 by the International Whaling Commission,0.3333333333333333,1.0,0.0,True,0.002975940704345703,5.848603963851929,5.851610898971558,sparse
What is International recognition of?,https://en.wikipedia.org/wiki/European_Union,https://en.wikipedia.org/wiki/Deep_learning,"NFL commissioner Roger Goodell aims to host 16 international games each year, enough for each NFL team to play one international game each year. In the United Kingdom, the British American Football Association National Leagues (BAFANL), an amateur competition, is the top level of American football. Teams compete across multiple levels in a promotion and relegation structure; the league's champions. Source 1: The first network is a generative model that models a probability distribution over output patterns. The second network learns by gradient descent to predict the reactions of the environment to these patterns. This was called artificial curiosity . In 2014, this principle was used in generative adversarial networks (GANs).",International recognition of sustainable development as a key element is growing steadily,0.0,0.0,0.0,True,0.007118940353393555,10.087064027786255,10.094208002090454,sparse
Who discovered Sterile alpha motif?,https://en.wikipedia.org/wiki/Sterile_alpha_motif,https://en.wikipedia.org/wiki/Sterile_alpha_motif,"In 1923, the Inter Source 3: The Inter Source 4: Together these results lead to Bohr's model being widely accepted by the end of 1915. The nuclear charge number thus provided a simple and clear-cut way of distinguishing the chemical elements from each other, as opposed to Lavoisier's classic definition of a chemical element being a substance that cannot be broken down into simpler substances by chemical reactions. The charge number or proton number was thereafter referred to as the atomic number of the element.","In molecular biology, the protein domain Sterile alpha motif (or SAM) is a putative protein interaction module present in a wide variety of proteins involved in many biological processes. The SAM doma",1.0,1.0,0.0,True,0.004806041717529297,6.8584980964660645,6.863332986831665,sparse
"What is Glycerate 3-phosphate, in?",https://en.wikipedia.org/wiki/Photosynthesis,https://en.wikipedia.org/wiki/Photosynthesis,"The simple carbon sugars photosynthesis produces are then used to form other organic compounds, such as the building material cellulose, the precursors for lipid and amino acid biosynthesis, or as a fuel in cellular respiration. The latter occurs not only in plants but also in animals when the carbon and energy from plants is passed through a food chain. The fixation or reduction of carbon dioxide.","Glycerate 3-phosphate, in the presence of ATP and NADPH produced during the light-dependent stages, is reduced to glyceraldehyde 3-phosphate",1.0,1.0,0.0,True,0.0021448135375976562,6.226974964141846,6.229132652282715,sparse
What is It is expected?,https://en.wikipedia.org/wiki/Sockstress,https://en.wikipedia.org/wiki/Periodic_table,"superheavy nuclides with more than 184 neutrons are expected to have much shorter lifetimes, spontaneously fissioning within 10 15 second. Source 3: However the graviton is not yet proven to exist, and no scientific model yet exists that successfully reconciles general relativity, which describes gravity, and the Standard Model. Attempts, such as quantum gravity, have been made, but are not yet accepted. If such a particle exists, it is expected to be massless (because the gravitational force appea.",It is expected that this has similar effects to what is described in the CPNI document in section 5,0.0,0.0,0.0,True,0.0013980865478515625,7.120113849639893,7.121539115905762,sparse
What is Good against: Stacks?,https://en.wikipedia.org/wiki/Sockstress,https://en.wikipedia.org/wiki/Sockstress,"Services that contain initial connection banners. Services that accept an initial request and send a large response (for example a GET request against a larger web page, or file download).",Good against: Stacks that allocate multiple pages of kernel memory in response to this stimulus Example commands: fantaip -i eth0 192,1.0,1.0,0.0,True,0.004496097564697266,7.939999103546143,7.944519996643066,sparse
Why was Sockstress created?,https://en.wikipedia.org/wiki/Sockstress,https://en.wikipedia.org/wiki/Sockstress,"Sockstress is a method of attacking servers and other devices that accept TCP connections on the Internet and other TCP-based networks. This method depletes local resources in order to crash a service or an entire machine, essentially functioning as a denial-of-service attack.",Sockstress is a method of attacking servers and other devices that accept TCP connections on the Internet and other TCP-based networks. This method depletes local resources in order to crash a service,1.0,1.0,0.0,True,0.0031380653381347656,4.515350818634033,4.518517017364502,sparse
What is The pressure group?,https://en.wikipedia.org/wiki/Antarctica,https://en.wikipedia.org/wiki/False_Bay,"Several commonly studied thermodynamic processes are: Adiabatic process: occurs without loss or gain of energy by heat Isentropic process: a reversible adiabatic process, occurs at a constant entropy Isobaric process : occurs at constant pressure.",The pressure group Greenpeace established a base on Ross Island from 1987 to 1992 as part of its attempt to establish the continent as a World Park,0.0,0.0,0.0,True,0.004168987274169922,5.686935186386108,5.691126108169556,sparse
"What is Despite these protections,?",https://en.wikipedia.org/wiki/Antarctica,https://en.wikipedia.org/wiki/Antarctica,"illegal fishing, particularly of the highly prized Patagonian toothfish which is marketed as Chilean sea bass in the U.S. remains a problem. In analogy to the 1980 treaty on sustai.","Despite these protections, the biodiversity in Antarctica is still at risk from human activities",1.0,1.0,0.0,True,0.003045797348022461,3.3273980617523193,3.3304760456085205,sparse
How is SS Cayuga used?,https://en.wikipedia.org/wiki/SS_Cayuga,https://en.wikipedia.org/wiki/SS_Cayuga,"She was built in 1889 in Cleveland, Ohio, by the Globe Iron Works Company. Cayuga entered service the same year, carrying package freight between Buffalo and Chicago, Illinois, also making stops in Milwaukee, Wisconsin, and Gladstone, Michigan.","SS Cayuga was a steel-hulled American package freighter in service in the late 19th century. She was built in 1889 in Cleveland, Ohio, by the Globe Iron Works Company Cayuga entered service the same y",1.0,1.0,0.0,True,0.003248929977416992,3.718039035797119,3.7213120460510254,sparse
What is The latter occurs?,https://en.wikipedia.org/wiki/Photosynthesis,https://en.wikipedia.org/wiki/Photosynthesis,"The latter occurs not only in plants but also in animals when the carbon and energy from plants is passed through a food chain. The fixation or reduction of carbon dioxide. Source 1: The simple carbon sugars photosynthesis produces are then used to form other organic compounds, such as the building material cellulose, the precursors for lipid and amino acid biosynthesis, or as a fuel in cellular respiration.",The latter occurs not only in plants but also in animals when the carbon and energy from plants is passed through a food chain,1.0,1.0,0.0,True,0.0038340091705322266,9.262638807296753,9.266504049301147,sparse
How are Christopher Garnett and Elliptical poetry related?,"['https://en.wikipedia.org/wiki/Christopher_Garnett', 'https://en.wikipedia.org/wiki/Elliptical_poetry']",https://en.wikipedia.org/wiki/Elliptical_poetry,"They are post-avant-gardist, or post-'postmodern': they have read (most of them) Stein's heirs, and the 'language writ.",Information from Christopher Garnett and Elliptical poetry,0.0,0.0,0.0,True,0.009726285934448242,2.828325033187866,2.838082790374756,sparse
What is the difference between Daniel L. Stein and Spectroscopy?,"['https://en.wikipedia.org/wiki/Daniel_L._Stein', 'https://en.wikipedia.org/wiki/Spectroscopy']",https://en.wikipedia.org/wiki/Daniel_L._Stein,"Daniel L. Stein (born August 19, 1953) is an American physicist and Professor of Physics and Mathematics at New York University. From 2006 to 2012 he served as the NYU Dean of Science. He has contributed to a wide range of scientific fields. His early research covered diverse topics, including theoretical work on protein biophysics, biological evolution, amorphous semiconductors, quantum liquids, Source 5: Smartphone applications along with open-source tools facilitate integration, greatly simplify the capturing and analysis of spectral data. While limitations in resolution, calibration accuracy, and stray light management exist compared to professional equipment, DIY spectroscopy provides valuable educational experiences and contributes to citizen science initiatives, fostering accessibility to spe.",Comparison of Daniel L. Stein and Spectroscopy,0.0,0.0,0.0,True,0.007211923599243164,9.625602722167969,9.632843017578125,sparse
How does The Colony (professional wrestling) work?,https://en.wikipedia.org/wiki/The_Colony_(professional_wrestling),https://en.wikipedia.org/wiki/The_Colony_(professional_wrestling),"As their name suggests, their gimmick is that of an ant colony, which is further reinforced with their names being based on particular ants (Fire Ant, Green Ant Silver Ant, Carpenter Ant, and Thief Ant).","The Colony was a professional wrestling stable, best known for performing for Chikara. As their name suggests, their gimmick is that of an ant colony, which is further reinforced with their names bein",1.0,1.0,0.0,True,0.0058441162109375,4.525881052017212,4.531754016876221,sparse
What is The EU offers?,https://en.wikipedia.org/wiki/European_Union,https://en.wikipedia.org/wiki/Scottish_Gaelic,"The government's Office of Gaelic Affairs offers lunch-time lessons to public servants in Halifax. In Russia the Moscow State University offers Gaellic language, history and cultur.","The EU offers financial assistance to countries within the European Neighbourhood, so long as they meet the strict conditions of government reform, economic reform and other issues surrounding positive transformation",0.0,0.0,0.0,True,0.0016679763793945312,2.996457099914551,2.998155117034912,sparse
What is the difference between Trimethylolethane trinitrate and Superconductivity?,"['https://en.wikipedia.org/wiki/Trimethylolethane_trinitrate', 'https://en.wikipedia.org/wiki/Superconductivity']",https://en.wikipedia.org/wiki/Trimethylolethane_trinitrate,"Unlike an ordinary metallic conductor, whose resistance decreases gradually as its temperature is lowered, even down to near absolute zero, a superconductor has a characteristic critical temperature below which the resista.",Comparison of Trimethylolethane trinitrate and Superconductivity,0.0,0.0,0.0,True,0.006720066070556641,3.072796106338501,3.0795388221740723,sparse
How do John K. Downes and Socialism differ?,"['https://en.wikipedia.org/wiki/John_K._Downes', 'https://en.wikipedia.org/wiki/Socialism']",https://en.wikipedia.org/wiki/John_K._Downes,"The two movements are widely. Source 2: Modern social democracy emphasises a program of gradual legislative modification of capitalism to make it more equitable and humane while the theoretical end goal of building a socialist society is relegated to the indefinite future. According to Sheri Berman, Marxism is loosely held to be valuable for its emphasis on changing the world for a more just, better future.",Comparison of John K. Downes and Socialism,0.0,0.0,0.0,True,0.004931211471557617,5.9153218269348145,5.920284032821655,sparse
How are Franz Kafka and Green Valley (Mars) related?,"['https://en.wikipedia.org/wiki/Franz_Kafka', 'https://en.wikipedia.org/wiki/Green_Valley_(Mars)']",https://en.wikipedia.org/wiki/Green_Valley_(Mars),"Green Valley (Mars) is a region on Mars within Vastitas Borealis that was chosen as the landing site of NASA's Phoenix lander. It is located at 68.35 degrees north, 233 degrees east. The valley is about 50 kilometres wide, but only about 250 metres deep; either it was filled in, or was never any deeper than that. The edges are not visible from the middle of the valley. The name Green Valley is not offi.",Information from Franz Kafka and Green Valley (Mars),0.0,0.0,0.0,True,0.00830984115600586,6.0902509689331055,6.0985801219940186,sparse
What is This is the?,https://en.wikipedia.org/wiki/Sockstress,,I couldn't find relevant information to answer this question.,This is the attack that was used in the sec-t and T2 demos,0.0,0.0,0.0,True,0.0007460117340087891,9.5367431640625e-07,0.0007479190826416016,sparse
What is There is also?,https://en.wikipedia.org/wiki/European_Union,https://en.wikipedia.org/wiki/Valentina_(Philippine_comics),"The temple complex spreads out over the mountain, but is concentrated in three areas, connected by foot trails. There are also more minor temples and shrines. Unusually, there are also a number of French-themed attractions.",There is also the worldwide European Union Global Strategy,0.0,0.0,0.0,True,0.0019741058349609375,5.187191009521484,5.189189195632935,sparse
What is This commission will?,https://en.wikipedia.org/wiki/Olympic_Games,https://en.wikipedia.org/wiki/European_Union,"examine and promote proposals for tariff reform, which would protect British companies, and those of the British Empire, by imposing tariffs on foreign imports. The Commission was established in December 1903 by Joseph Chamberlain, a Liberal Unionist Member of Parliament who had recently resigned as Secretary of State for the Col.","This commission will also visit the candidate cities, interviewing local officials and inspecting prospective venue sites, before submitting a report on its findings one month prior to the IOC's final decision",0.0,0.0,0.0,True,0.0018689632415771484,4.539504051208496,4.541408061981201,sparse
What is This is unlike?,https://en.wikipedia.org/wiki/Sockstress,https://en.wikipedia.org/wiki/Ancient_Greece,"Unlike the rounded margins seen titanosauriforms, the front margin of the ilium is triangular in Mierasaurus. Uniquely, Moabosaurus also has a very short source 5: When it came to animals, Darwin said a truly social animal sought society beyond its own family. Unlike marmosets and tamarins, gorillas, lions, and tigers were not social in Darwin's sense, because, while they no doubt felt sympathy for the suffering of their young, they did not sympathize with any other animal beyond their own family.",This is unlike a connection flood in that memory is now consumed for every connection made,0.0,0.0,0.0,True,0.001695871353149414,8.051805973052979,8.053527116775513,sparse
What are the similarities between Blues and Billboard Year-End Hot 100 singles of 2002?,"['https://en.wikipedia.org/wiki/Blues', 'https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2002']",https://en.wikipedia.org/wiki/Billboard_Year-End_Hot_100_singles_of_2002,"Blues debuted at number 100 on the Billboard Hot 100, and ascended 98 spots to its peak of number two in its second week, behind Old Town Road by Lil Nas X featuring Billy Ray Cyrus, becoming the biggest single-week jump in the Hot 100's history, beating the record previously set by Kelly Clarkson's My Life Would Suck Without You .",Comparison of Blues and Billboard Year-End Hot 100 singles of 2002,0.0,0.0,0.0,True,0.012224912643432617,5.546757221221924,5.559001922607422,sparse
What is Each city is?,https://en.wikipedia.org/wiki/Olympic_Games,"https://en.wikipedia.org/wiki/Worcester,_Massachusetts","The principal city of Central Massachusetts. Worcester ( WUUST-r, locally wst ) is a city in the U.S. state of Massachusetts. Named after Worcester, England, the city had 206,518 people at the 2020 census, also making it the second-most populous city in New England, after Bost. Source 2: The city stands at an elevation of 210 metres (690 feet) above sea level and has an urban area of 183 square kilometres (71 square miles).",Each city is thoroughly analysed by an evaluation commission,0.0,0.0,0.0,True,0.0017650127410888672,9.391793966293335,9.393581867218018,sparse
What is After a strong?,https://en.wikipedia.org/wiki/Antarctica,https://en.wikipedia.org/wiki/Probability_theory,"The sequence of random variables X n, P X displaystyle displaystyle X_ n , xrightarrow mathbb P ,X Strong convergence The sequence.","After a strong campaign from environmental organisations, first Australia and then France decided not to ratify the treaty",0.0,0.0,0.0,True,0.001569986343383789,2.5834131240844727,2.58501935005188,sparse
How are Miguel de Cervantes and David Judson Burr related?,"['https://en.wikipedia.org/wiki/Miguel_de_Cervantes', 'https://en.wikipedia.org/wiki/David_Judson_Burr']",https://en.wikipedia.org/wiki/David_Judson_Burr,"son of David J., and Arabella (Shedden) Burr, was born in Richmond, Virginia, October 16, 1820. He graduated from Yale College in 1839. After graduation, he studied law (partly in the Yale Law School), and was engaged in successful practice for a few years, but finding it ill-suited to his tempe.",Information from Miguel de Cervantes and David Judson Burr,0.0,0.0,0.0,True,0.010200977325439453,7.051923990249634,7.062150955200195,sparse
Where is Data structure located?,https://en.wikipedia.org/wiki/Data_structure,https://en.wikipedia.org/wiki/Data_structure,"a data organization and storage format that is usually chosen for efficient access to data. More precisely, a “data structure” is a collection of data values, the relationships among them, and the functions or operations that can be applied to the data, i.e., it is an algebraic structure about data.","In computer science, a data structure is a data organization and storage format that is usually chosen for efficient access to data. More precisely, a data structure is a collection of data values, th",1.0,1.0,0.0,True,0.004457950592041016,5.451192140579224,5.455679178237915,sparse
What are the similarities between Crown debt and Genetics?,"['https://en.wikipedia.org/wiki/Crown_debt', 'https://en.wikipedia.org/wiki/Genetics']",https://en.wikipedia.org/wiki/Crown_debt,"The common descent of organisms was first deduced from four simple facts about organisms: First, they have geographic distributions that cannot be explained by local adaptation. Second, the diversity of life is not a set of completely unique organisms, but organisms that share morphological similarities. Third, vestigial traits with no clear purpose resemble functional ancestral traits. Fourth, or Source 3: Genetics is the study of genes, genetic variation, and heredity in organisms.",Comparison of Crown debt and Genetics,0.0,0.0,0.0,True,0.006559133529663086,7.189417839050293,7.19599986076355,sparse
"How are Samsung Galaxy A series and Portishead, Somerset related?","['https://en.wikipedia.org/wiki/Samsung_Galaxy_A_series', 'https://en.wikipedia.org/wiki/Portishead,_Somerset']",https://en.wikipedia.org/wiki/Samsung_Galaxy_A_series,"The first models in the series were the first-gen Source 2: Tablets. In March 2015, Samsung introduced the Galaxy Tab A series with 8.0 inch and 9.7 inch displays, a S Pen stylus, as well as preloaded Samsung applications. The new design of the series are similar to the Galaxy S7 and the S7 Edge, released in March Source 4: This lineup, except the A2 Core, features One UI user interface, in accordance to the S10 series. The series comprises the most numerous models of the Galaxy A series, with nineteen models. It features a 1080p display for the first time on the A1x line and the A54 reintroduces a back glass panel last seen on the final.","Information from Samsung Galaxy A series and Portishead, Somerset",0.0,0.0,0.0,True,0.006232738494873047,10.103943824768066,10.110201835632324,sparse
What is It is also?,https://en.wikipedia.org/wiki/Sockstress,https://en.wikipedia.org/wiki/Valentina_(Philippine_comics),"Enhanced Flexibility Agility Valentina can also bend and twist her body at will, far beyond the natural limits of a human being. Night Vision Valentina is capable of seeing well in utter darkness; unsurprising, since many species of snakes are nocturnal predators.",It is also quite effective against Windows,0.0,0.0,0.0,True,0.0025641918182373047,5.0614588260650635,5.064049243927002,sparse
How are HD 5388 and Joseph Berkson related?,"['https://en.wikipedia.org/wiki/HD_5388', 'https://en.wikipedia.org/wiki/Joseph_Berkson']",https://en.wikipedia.org/wiki/Joseph_Berkson,"Source 3: HD 5388 is a single star in the southern constellation of Phoenix. This object has a yellow-white hue and is too faint to be readily visible to average human eyesight, having an apparent visual magnitude of 6.73. It is located at a distance of 173 light-years from the Sun based on parallax, Source 4: Sources differ whether Cayuga was heading to Buffalo from Chicago or Milwaukee. One source states she left Buffalo for Milwaukee on May 5, and left Milwaukee at 8:00 a.m. on May 9. Meanwhile, the wooden freighter Joseph L. Hurd, commanded by Captain Charles E. Wilson, was bound from Duluth, Minnesota, for Chicago with a cargo of lumber (specifically pine boards) and package freight.",Information from HD 5388 and Joseph Berkson,0.0,0.0,0.0,True,0.0051097869873046875,11.139833211898804,11.144985675811768,sparse
How are Lucy Hall (triathlete) and Bound for Glory (2011) related?,"['https://en.wikipedia.org/wiki/Lucy_Hall_(triathlete)', 'https://en.wikipedia.org/wiki/Bound_for_Glory_(2011)']",https://en.wikipedia.org/wiki/Lucy_Hall_(triathlete),"Lucy Hall (triathlete) and Bound for Glory (2011) were a professional wrestling pay-per-view event produced by Total Nonstop Action Wrestling (TNA), that took place on October 16, 2011 at the Liacouras Center on the campus of Temple University in Philadelphia.",Information from Lucy Hall (triathlete) and Bound for Glory (2011),0.0,0.0,0.0,True,0.011198997497558594,7.66853404045105,7.679768085479736,sparse
What is Once the candidate?,https://en.wikipedia.org/wiki/Olympic_Games,https://en.wikipedia.org/wiki/2021_Saxony-Anhalt_state_election,"The evaluation of the filled questionnaires by a specialised group provides the IOC with an overview of each applicant's project and their potential to host the Games. On the basis of this technical evaluation, the IOE Executive Board selects the applicants that will proceed to the candidature stage. Once the candidate cities are selected.","Once the candidate cities are selected, they must submit to the IOC a bigger and more detailed presentation of their project as part of a candidature file",0.3333333333333333,1.0,0.0,True,0.0022721290588378906,4.57379412651062,4.576101064682007,sparse
What is The evaluation of?,https://en.wikipedia.org/wiki/Olympic_Games,https://en.wikipedia.org/wiki/Olympic_Games,"The evaluation of the filled questionnaires by a specialised group provides the IOC with an overview of each applicant's project and their potential to host the Games. On the basis of this technical evaluation, the IC Executive Board selects the applicants that will proceed to the candidature stage. Once the candidate cities are selected, they must submit to the iOC a bigger and more detailed pre.",The evaluation of the filled questionnaires by a specialised group provides the IOC with an overview of each applicant's project and their potential to host the Games,1.0,1.0,0.0,True,0.0018312931060791016,5.245865106582642,5.247715950012207,sparse
How are Bourne Eau and Supply and demand related?,"['https://en.wikipedia.org/wiki/Bourne_Eau', 'https://en.wikipedia.org/wiki/Supply_and_demand']",https://en.wikipedia.org/wiki/Bourne_Eau,"Source 1: These conditions led to a steady lowering of water levels within the aquifer, which were particularly bad in the mid-1970s, when river flows were significantly reduced.",Information from Bourne Eau and Supply and demand,0.0,0.0,0.0,True,0.011552095413208008,3.665518045425415,3.6771068572998047,sparse
Why is Piano important?,https://en.wikipedia.org/wiki/Piano,https://en.wikipedia.org/wiki/Piano,"The pinblock, which holds the tuning pins in place, is another area where toughness is important. It is made of hardwood, typically hard maple or beech, and is laminated for strength, stability and longevity.","A piano is a keyboard instrument that produces sound when its keys are depressed, activating an action mechanism where hammers strike strings. Modern pianos have a row of 88 black and white keys, tune",1.0,1.0,0.0,True,0.004759073257446289,6.037903070449829,6.042695045471191,sparse
Where did Green and golden bell frog originate?,https://en.wikipedia.org/wiki/Green_and_golden_bell_frog,https://en.wikipedia.org/wiki/Green_and_golden_bell_frog,"south-eastern Australia. Before its decline in population, its distribution ranged from Brunswick Heads, in northern New South Wales, to East Gippsland, in Victoria, and west to Bathurst, Tumut and the Australian Capital Territory. The green and golden bell frog occurs on three islands off the east coast of Australia: Kooragang and Broughton Islands off Port Stephens, and Bowen Island at Jervis Bay. It was introduced to New Zealand in the 1860s by the Auckland Accl.","The green and golden bell frog (Ranoidea aurea), also named the green bell frog, green and golden swamp frog and green frog, is a species of ground-dwelling tree frog native to eastern Australia. Desp",1.0,1.0,0.0,True,0.010130882263183594,7.712454795837402,7.722609043121338,sparse
Where did Pablo Picasso originate?,https://en.wikipedia.org/wiki/Pablo_Picasso,https://en.wikipedia.org/wiki/Pablo_Picasso,La sintaxis de la carne: Pablo Picasso y Marie-Thérèse Walter. Santiago de Chile: Red Internacional del Libro. ISBN 978-956-284-455-0.,"Pablo Ruiz Picasso (25 October 1881   8 April 1973) was a Spanish painter, sculptor, printmaker, ceramicist, and theatre designer who spent most of his adult life in France. One of the most influentia",1.0,1.0,0.0,True,0.003317117691040039,5.208669185638428,5.212015867233276,sparse
What are the main features of The Shawshank Redemption?,https://en.wikipedia.org/wiki/The_Shawshank_Redemption,https://en.wikipedia.org/wiki/The_Shawshank_Redemption,"The film tells the story of banker Andy Dufresne (Tim Robbins), who is sentenced to life in Shawshank State Penitentiary for the murders of his wife and her lover, despite his claims of innocence.","The Shawshank Redemption is a 1994 American drama film written and directed by Frank Darabont, based on the 1982 Stephen King novella Rita Hayworth and Shawshank Redemption. The film tells the story o",1.0,1.0,0.0,True,0.0052149295806884766,4.109166145324707,4.1144139766693115,sparse
Where is Blockchain located?,https://en.wikipedia.org/wiki/Blockchain,https://en.wikipedia.org/wiki/Blockchain,The primary use of blockchains is as a distributed ledger for cryptocurrencies such as bitcoin; there were also a few other operational products that had matured from proof of concept by late 2016.,"A blockchain is a distributed ledger with growing lists of records (blocks) that are securely linked together via cryptographic hashes. Each block contains a cryptographic hash of the previous block, ",1.0,1.0,0.0,True,0.003763914108276367,4.482012033462524,4.485803127288818,sparse
How does Linguistic discrimination work?,https://en.wikipedia.org/wiki/Linguistic_discrimination,https://en.wikipedia.org/wiki/Linguistic_discrimination,"Linguistic discrimination (also called glottophobia, linguicism and languagism) is the unfair treatment of people based upon their use of language and the characteristics of their speech, such as their first language, their accent, the perceived size of their vocabulary (whether or not the speaker uses complex and varied words), their modality, and their syntax. For example, an Occitan speaker in Source 3: This is because, on the country level, linguistically marginalized populations must learn the common language to obtain resources. Their opportunities are very limited when they cannot communicate in a way everyone else understands.","Linguistic discrimination (also called glottophobia, linguicism and languagism) is the unfair treatment of people based upon their use of language and the characteristics of their speech, such as thei",1.0,1.0,0.0,True,0.004912137985229492,11.464028120040894,11.468965291976929,sparse
What is All commercial whaling?,https://en.wikipedia.org/wiki/Antarctica,https://en.wikipedia.org/wiki/Antarctica,"Commercial fishing was started in the late 17th century soon after settlement. Source 1: The Convention for the Conservation of Antarctic Marine Living Resources, an international treaty that came into force in 1980, regulates fisheries, aiming to preserve ecological relationships. Despite these regulations, illegal fishing particularly of the highly prized Patagonian toothfish which is marketed as Chilean sea bass in the U.S. remains a problem. In analogy to the 1980 treaty on sustai Source 2: According to Schirmer, the confusion arose because sailors returning from the east (The Dutch East Indies) initially confused Cape Point and Cape Hangklip, which are somewhat similar in form.","All commercial whaling is banned in the zone, though Japan has continued to hunt whales in the area, ostensibly for research purposes",1.0,1.0,0.0,True,0.0037720203399658203,9.45003890991211,9.453835010528564,sparse
When did HD 5388 happen?,https://en.wikipedia.org/wiki/HD_5388,https://en.wikipedia.org/wiki/HD_5388,"25 May 2011. Gossip frenzy! And the law is left looking an ass David Randall and Andrew McCorkell, The Independent. 15 May 2011. Sex.","HD 5388 is a single star in the southern constellation of Phoenix. It has the Gould designation 78 G. Phoenicis, while HD 5388 is the star's Henry Draper Catalogue identifier. This object has a yellow",1.0,1.0,0.0,True,0.004309177398681641,2.9028499126434326,2.907189130783081,sparse
What is Specially protected areas?,https://en.wikipedia.org/wiki/Antarctica,https://en.wikipedia.org/wiki/Madagascar,"The island's protected natural areas to over 60,000 km2 (23,000 sq mi) or 10 of Madagascar's land surface. As of 2011, areas protected by the state included five Stric.",Specially protected areas cover less than 2  of the area and provide better protection for animals with popular appeal than for less visible animals,0.0,0.0,0.0,True,0.10487508773803711,2.9017417430877686,3.0066490173339844,hybrid
What is Carbon concentrating mechanisms?,https://en.wikipedia.org/wiki/Photosynthesis,https://en.wikipedia.org/wiki/Photosynthesis,"Some plants have evolved mechanisms to increase the CO2 concentration in the leaves under these conditions. Plants that use the C4 carbon fixation process chemically fix carbon dioxide in the cells of the mesophyll by adding it to the three-carbon molecule phosphoenolpyruvate (PEP), a reaction catalyzed by an enzyme called PEP carboxylase, creating the four-carbon organic acid oxaloacetic acid. Ox.","Carbon concentrating mechanisms On land In hot and dry conditions, plants close their stomata to prevent water loss",1.0,1.0,0.0,True,0.10252499580383301,6.552402973175049,6.654957056045532,hybrid
